id_interaction,date,id_projet,id_client,id_intervenant,resume,prochaine_interaction,type_interaction
276,2025-07-03,6,20,120,Suivi projet web (Développement Back-office) avec EDF.,2025-07-22,visio
277,2025-02-19,75,13,28,Suivi projet web (Dashboard analytics) avec BlaBlaCar.,2025-03-08,réunion
278,2025-02-09,75,13,125,Suivi projet web (Dashboard analytics) avec BlaBlaCar.,2025-02-28,réunion
279,2025-01-08,24,4,50,Suivi projet web (Site e-commerce) avec Société Générale.,2025-01-28,email
280,2025-11-16,15,17,40,Suivi projet web (Audit accessibilité) avec Capgemini.,2025-11-26,visio
281,2025-05-06,53,13,135,Suivi projet web (Site e-commerce) avec BlaBlaCar.,2025-05-20,appel
282,2024-11-04,64,14,94,Suivi projet web (Maintenance WordPress) avec BNP Paribas.,2024-11-25,email
283,2026-01-04,49,20,124,Suivi projet web (Refonte UI/UX) avec EDF.,2026-01-13,visio
284,2025-01-28,66,10,4,Suivi projet web (Maintenance WordPress) avec Carrefour.,2025-02-04,ticket
285,2024-12-25,40,1,71,Suivi projet web (Développement Back-office) avec Thales.,2025-01-06,email
286,2024-08-06,73,11,31,Suivi projet web (Landing page) avec La Poste.,2024-08-24,ticket
287,2025-11-20,18,7,42,Suivi projet web (Site e-commerce) avec Eiffage.,2025-11-27,réunion
288,2024-08-03,69,7,70,Suivi projet web (Maintenance WordPress) avec Eiffage.,2024-08-16,visio
289,2024-04-14,1,19,23,Suivi projet web (Site e-commerce) avec Airbus.,2024-05-01,ticket
290,2025-06-13,6,20,136,Suivi projet web (Développement Back-office) avec EDF.,2025-06-23,email
291,2025-06-03,28,4,101,Suivi projet web (Intégration API) avec Société Générale.,2025-06-13,email
292,2025-02-04,70,9,112,Suivi projet web (Maintenance WordPress) avec Decathlon.,2025-02-12,réunion
293,2025-05-24,33,19,70,Suivi projet web (Développement Back-office) avec Airbus.,2025-06-05,ticket
294,2025-05-11,53,13,55,Suivi projet web (Site e-commerce) avec BlaBlaCar.,2025-05-30,visio
295,2025-09-05,48,9,1,Suivi projet web (Développement Back-office) avec Decathlon.,2025-09-14,visio
296,2024-11-21,64,14,35,Suivi projet web (Maintenance WordPress) avec BNP Paribas.,2024-11-28,ticket
297,2024-10-04,39,19,23,Suivi projet web (Développement Back-office) avec Airbus.,2024-10-13,ticket
298,2024-04-28,68,9,82,Suivi projet web (Développement Back-office) avec Decathlon.,2024-05-18,réunion
299,2025-10-27,56,11,115,Suivi projet web (Maintenance WordPress) avec La Poste.,2025-11-15,appel
300,2025-06-24,76,2,72,Suivi projet web (Optimisation SEO) avec Michelin.,2025-07-04,réunion
301,2025-01-03,26,16,132,Suivi projet web (Site e-commerce) avec Crédit Agricole.,2025-01-18,appel
302,2025-01-30,70,9,98,Suivi projet web (Maintenance WordPress) avec Decathlon.,2025-02-14,ticket
303,2025-06-14,33,19,41,Suivi projet web (Développement Back-office) avec Airbus.,2025-06-25,email
304,2025-06-10,33,19,91,Suivi projet web (Développement Back-office) avec Airbus.,2025-06-24,email
305,2025-05-23,35,1,132,Suivi projet web (Maintenance WordPress) avec Thales.,2025-06-13,email
306,2025-04-30,35,1,123,Suivi projet web (Maintenance WordPress) avec Thales.,2025-05-12,réunion
307,2024-06-24,16,18,107,Suivi projet web (Site vitrine) avec Orange Business.,2024-07-05,appel
308,2025-11-09,49,20,66,Suivi projet web (Refonte UI/UX) avec EDF.,2025-11-29,ticket
309,2024-07-12,21,5,92,Suivi projet web (Maintenance WordPress) avec Schneider Electric.,2024-07-31,réunion
310,2025-03-19,66,10,76,Suivi projet web (Maintenance WordPress) avec Carrefour.,2025-04-04,appel
311,2025-06-18,44,17,139,Suivi projet web (Maintenance WordPress) avec Capgemini.,2025-07-01,email
312,2025-05-18,33,19,32,Suivi projet web (Développement Back-office) avec Airbus.,2025-05-29,appel
313,2025-04-27,31,11,113,Suivi projet web (Développement Back-office) avec La Poste.,2025-05-04,ticket
314,2025-11-19,10,11,35,Suivi projet web (Maintenance WordPress) avec La Poste.,2025-12-06,ticket
315,2025-07-14,71,8,83,Suivi projet web (Audit accessibilité) avec Sanofi.,2025-07-21,visio
316,2025-11-15,2,17,17,Suivi projet web (Site e-commerce) avec Capgemini.,2025-11-27,email
317,2025-10-27,17,13,56,Suivi projet web (Audit accessibilité) avec BlaBlaCar.,2025-11-13,visio
318,2025-12-28,55,1,62,Suivi projet web (Intégration API) avec Thales.,2026-01-15,email
319,2025-12-08,8,18,79,Suivi projet web (Développement Back-office) avec Orange Business.,2025-12-23,ticket
320,2024-03-07,72,16,115,Suivi projet web (Audit accessibilité) avec Crédit Agricole.,2024-03-20,réunion
321,2025-04-09,31,11,36,Suivi projet web (Développement Back-office) avec La Poste.,2025-04-24,réunion
322,2025-12-07,22,14,33,Suivi projet web (Intégration API) avec BNP Paribas.,2025-12-20,appel
323,2025-01-25,24,4,53,Suivi projet web (Site e-commerce) avec Société Générale.,2025-02-11,visio
324,2025-04-11,65,3,84,Suivi projet web (Dashboard analytics) avec Vinci.,2025-04-30,visio
325,2024-11-02,47,4,56,Suivi projet web (Site e-commerce) avec Société Générale.,2024-11-12,réunion
326,2025-01-12,61,11,121,Suivi projet web (Site e-commerce) avec La Poste.,2025-01-28,appel
327,2025-05-23,20,14,69,Suivi projet web (Intégration API) avec BNP Paribas.,2025-06-12,visio
328,2025-05-05,53,13,111,Suivi projet web (Site e-commerce) avec BlaBlaCar.,2025-05-13,réunion
329,2024-08-04,21,5,31,Suivi projet web (Maintenance WordPress) avec Schneider Electric.,2024-08-14,réunion
330,2024-06-24,43,15,78,Suivi projet web (Optimisation SEO) avec L'Oréal.,2024-07-06,ticket
331,2024-05-18,19,16,91,Suivi projet web (Maintenance WordPress) avec Crédit Agricole.,2024-05-25,ticket
332,2024-02-27,59,2,63,Suivi projet web (Dashboard analytics) avec Michelin.,2024-03-14,email
333,2024-04-16,1,19,71,Suivi projet web (Site e-commerce) avec Airbus.,2024-04-25,visio
334,2025-05-19,3,12,108,Suivi projet web (Développement Back-office) avec Bouygues Telecom.,2025-05-28,réunion
335,2025-05-18,35,1,46,Suivi projet web (Maintenance WordPress) avec Thales.,2025-06-02,email
336,2026-01-07,22,14,1,Suivi projet web (Intégration API) avec BNP Paribas.,2026-01-27,email
337,2025-06-15,6,20,23,Suivi projet web (Développement Back-office) avec EDF.,2025-06-24,visio
338,2025-01-13,75,13,5,Suivi projet web (Dashboard analytics) avec BlaBlaCar.,2025-02-01,réunion
339,2025-03-14,25,7,10,Suivi projet web (Site vitrine) avec Eiffage.,2025-03-25,ticket
340,2025-01-07,26,16,88,Suivi projet web (Site e-commerce) avec Crédit Agricole.,2025-01-14,email
341,2025-04-22,28,4,50,Suivi projet web (Intégration API) avec Société Générale.,2025-05-01,appel
342,2024-06-21,16,18,85,Suivi projet web (Site vitrine) avec Orange Business.,2024-07-09,réunion
343,2024-12-27,24,4,102,Suivi projet web (Site e-commerce) avec Société Générale.,2025-01-11,ticket
344,2024-06-15,21,5,15,Suivi projet web (Maintenance WordPress) avec Schneider Electric.,2024-06-25,réunion
345,2024-10-05,39,19,34,Suivi projet web (Développement Back-office) avec Airbus.,2024-10-17,réunion
346,2025-01-29,61,11,112,Suivi projet web (Site e-commerce) avec La Poste.,2025-02-18,visio
347,2025-06-15,53,13,23,Suivi projet web (Site e-commerce) avec BlaBlaCar.,2025-07-04,ticket
348,2025-02-10,36,4,78,Suivi projet web (Landing page) avec Société Générale.,2025-03-03,ticket
349,2025-10-29,57,15,25,Suivi projet web (Audit accessibilité) avec L'Oréal.,2025-11-11,réunion
350,2025-01-11,27,20,50,Suivi projet web (Refonte UI/UX) avec EDF.,2025-01-27,ticket
351,2024-07-19,73,11,49,Suivi projet web (Landing page) avec La Poste.,2024-07-30,réunion
352,2024-06-19,21,5,82,Suivi projet web (Maintenance WordPress) avec Schneider Electric.,2024-07-01,ticket
353,2025-02-07,75,13,55,Suivi projet web (Dashboard analytics) avec BlaBlaCar.,2025-02-21,ticket
354,2024-08-16,73,11,93,Suivi projet web (Landing page) avec La Poste.,2024-08-28,email
355,2026-01-14,52,15,55,Suivi projet web (Site e-commerce) avec L'Oréal.,2026-01-23,email
356,2024-05-04,67,19,81,Suivi projet web (Intégration API) avec Airbus.,2024-05-14,email
357,2025-10-26,58,1,50,Suivi projet web (Intégration API) avec Thales.,2025-11-10,réunion
358,2025-02-25,75,13,21,Suivi projet web (Dashboard analytics) avec BlaBlaCar.,2025-03-07,appel
359,2024-09-19,45,8,79,Suivi projet web (Développement Back-office) avec Sanofi.,2024-10-08,email
360,2025-05-09,44,17,78,Suivi projet web (Maintenance WordPress) avec Capgemini.,2025-05-23,réunion
